Data Source in SDW: https://sdw.ecb.europa.eu/browseTable.do?org.apache.struts.taglib.html.TOKEN=44915f57ac7a88e038ebcb798d8b3019&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=0&removeItem=&removedItemList=&mergeFilter=&activeTab=QSA&showHide=&REF_AREA.252=AT&REF_AREA.252=BE&REF_AREA.252=BG&REF_AREA.252=CY&REF_AREA.252=CZ&REF_AREA.252=DE&REF_AREA.252=DK&REF_AREA.252=EE&REF_AREA.252=ES&REF_AREA.252=FI&REF_AREA.252=FR&REF_AREA.252=GR&REF_AREA.252=HU&REF_AREA.252=IE&REF_AREA.252=IT&REF_AREA.252=LT&REF_AREA.252=LU&REF_AREA.252=LV&REF_AREA.252=MT&REF_AREA.252=NL&REF_AREA.252=PL&REF_AREA.252=PT&REF_AREA.252=RO&REF_AREA.252=SE&REF_AREA.252=SI&REF_AREA.252=SK&REF_SECTOR.252=S1M&COUNTERPART_SECTOR.252=S11&STO.252=LE&INSTR_ASSET.252=F511&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9698168&legendPub=published&SERIES_KEY_checkall=on&SERIES_KEY=332.QSA.Q.N.AT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BG.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CY.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CZ.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DK.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.EE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.ES.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FI.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FR.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.GR.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.HU.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LU.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LV.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.MT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.NL.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PL.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.RO.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SI.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SK.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T
,QSA.Q.N.AT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.BE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.BG.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.CY.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.CZ.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.DE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.DK.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.EE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.ES.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.FI.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.FR.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.GR.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.HU.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.IE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.IT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LU.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LV.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.MT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.NL.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.PL.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.PT.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.RO.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SE.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SI.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SK.W2.S1M.S11.N.A.LE.F511._Z._Z.XDC._T.S.V.N._T
,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Germany,Denmark,Estonia,Spain,Finland,France,Greece,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions]
2022Q1,11538.00,16709.79,2359.00,528.50,65444.00,233242.00,492979.00,514.98,52214.00,43526.00,255823.00,6700.85,884168.00,2931.28,40396.00,480.41,277.88,199.40,556.83,13934.00,71446.34,2981.59,22003.82,1188199.00,1678.55,7.12
2021Q4,12550.00,17374.34,2408.00,522.40,40618.00,259717.00,535095.00,554.22,54716.00,50736.00,297903.00,6670.46,853632.00,3303.00,45456.00,494.62,260.49,217.10,580.64,15051.00,74384.98,3009.96,24940.10,1327919.00,1915.09,6.89
2021Q3,11175.00,16928.16,2278.00,516.30,53896.00,253169.00,492012.00,400.49,55227.00,48541.00,275713.00,6352.90,794207.00,3105.00,40964.00,489.55,277.51,156.90,522.67,14517.00,75891.19,2949.58,18332.75,1146380.00,1878.46,6.89
2021Q2,11274.00,17078.19,2103.00,505.50,32577.00,246286.00,484098.00,391.14,54873.00,50122.00,277764.00,6448.37,532616.00,3188.00,42986.00,496.80,258.37,144.90,542.67,14105.00,72451.84,2801.22,13806.76,1180057.00,1773.05,6.89
2021Q1,10705.00,17026.18,1991.00,487.60,47956.00,237580.00,431446.00,339.30,55893.00,46658.00,262771.00,5994.28,516569.00,2860.00,41451.00,441.88,248.31,121.20,512.88,13515.00,69333.23,2809.53,12018.85,1074335.00,1659.38,6.89
2020Q4,9691.00,16437.47,1804.00,484.50,44312.00,212759.00,414490.00,289.38,55682.00,45053.00,251818.00,5456.51,476763.00,2624.00,37383.00,384.36,235.43,113.00,539.11,11799.00,69333.79,2704.44,9239.36,988561.00,1487.72,6.89
2020Q3,7781.00,14344.35,1658.00,449.30,37833.00,191956.00,380803.00,249.68,50362.00,41083.00,220559.00,4545.99,398630.00,2393.00,32703.00,327.57,185.49,85.90,472.50,11423.00,66202.89,2344.48,8375.90,918427.00,1368.27,6.89
2020Q2,7630.00,13886.00,1633.00,454.40,41576.00,180798.00,345138.00,262.43,51614.00,37429.00,220807.00,4528.04,409046.00,2402.00,34088.00,335.05,181.59,66.90,538.49,11232.00,60564.10,2421.00,9579.03,798121.00,1375.11,6.89
2020Q1,6814.00,12530.22,1440.00,440.90,34514.00,145694.00,300112.00,221.43,45576.00,32389.00,189393.00,3841.86,345085.00,1905.00,30185.00,312.39,160.66,57.50,494.79,9416.00,43444.68,2110.06,6326.33,674095.00,1111.00,6.89
2019Q4,8873.00,16028.91,1556.00,488.90,39250.00,191308.00,322693.00,256.60,56043.00,38799.00,240352.00,5483.73,469157.00,2533.00,36862.00,352.61,293.44,63.80,604.67,12105.00,46235.31,2583.68,9360.03,820459.00,1297.60,6.89
2019Q3,8554.00,15734.31,1426.00,457.30,38754.00,177524.00,295122.00,242.45,56205.00,37060.00,231262.00,5163.82,480410.00,2378.00,35870.00,345.16,341.18,64.80,619.59,11725.00,44042.57,2469.45,10176.25,758649.00,1166.13,6.89
2019Q2,8313.00,15007.98,1387.00,501.40,39221.00,179683.00,291823.00,242.05,55341.00,36204.00,226846.00,5830.13,487242.00,2310.00,35901.00,346.73,315.53,60.70,592.24,11546.00,42956.19,2468.55,9186.52,738754.00,1190.85,6.89
2019Q1,8217.00,15469.54,1359.00,503.20,38229.00,175694.00,295371.00,256.37,56409.00,35938.00,218862.00,5481.97,415350.00,2352.00,36272.00,367.37,306.71,95.20,551.16,11602.00,43896.38,2561.12,8976.85,713545.00,1133.57,6.89
2018Q4,7576.00,13783.77,1255.00,488.00,36546.00,159936.00,250193.00,240.68,51499.00,32940.00,195804.00,4968.33,369640.00,2091.00,32734.00,337.11,332.14,89.80,515.48,10217.00,37492.99,2252.16,9191.35,612457.00,1096.81,6.89
2018Q3,8735.00,15603.60,1231.00,485.50,37392.00,191625.00,281488.00,246.33,54450.00,38181.00,228370.00,5093.25,380721.00,2426.00,37462.00,378.74,418.96,103.80,488.82,11697.00,41082.93,2513.88,9902.92,704140.00,1115.94,6.89
2018Q2,8474.00,16082.50,1233.00,500.50,37964.00,191773.00,276851.00,248.69,57803.00,37813.00,206987.00,5108.23,397528.00,2495.00,39192.00,391.63,395.34,93.00,428.53,12009.00,41167.59,2675.93,10119.32,660055.00,1201.71,6.89
2018Q1,8799.00,16247.40,1220.00,501.90,37441.00,192274.00,261536.00,242.06,56950.00,35825.00,210982.00,5255.20,371091.00,2400.00,40266.00,422.95,373.25,127.50,440.50,12057.00,39157.83,2657.35,10227.34,642478.00,1131.12,6.89
2017Q4,9126.00,16119.27,1246.00,513.10,36948.00,200439.00,270664.00,239.10,58047.00,36071.00,213422.00,5168.89,389658.00,2569.00,40488.00,407.36,403.02,121.70,442.15,12071.00,40635.44,2548.38,10198.34,655923.00,1173.40,6.89
2017Q3,9050.00,16361.12,1251.00,524.70,33983.00,198598.00,277728.00,224.60,57890.00,36646.00,206365.00,4687.71,297324.00,2510.00,41294.00,411.86,423.93,111.60,416.70,12098.00,42589.65,2737.09,8243.88,688346.00,1146.06,6.89
2017Q2,8688.00,15957.96,1198.00,515.40,30537.00,188001.00,270585.00,214.50,58867.00,36968.00,203472.00,5030.65,248706.00,2491.00,38530.00,389.51,431.74,112.40,416.05,11375.00,41341.96,2618.02,7259.84,686083.00,1150.90,6.89
2017Q1,8169.00,16618.34,1165.00,475.80,30890.00,190913.00,254721.00,219.40,58413.00,34820.00,198504.00,4500.24,219096.00,2633.00,39803.00,355.31,477.70,87.70,405.75,11556.00,42688.02,2675.82,7000.37,689415.00,1103.55,6.89
2016Q4,7775.00,15805.16,1224.00,478.80,29723.00,179827.00,240751.00,199.60,53020.00,33889.00,188340.00,4075.03,202899.00,2371.00,36072.00,347.40,433.21,82.40,400.96,10696.00,34579.54,2311.94,5697.48,643008.00,1077.37,6.89
2016Q3,7482.00,15120.23,1137.00,470.60,30822.00,170051.00,249255.00,189.60,56512.00,32884.00,174209.00,3828.15,188721.00,2320.00,34482.00,342.88,431.17,82.50,396.27,10533.00,34512.52,2221.98,6247.79,634516.00,1172.66,6.89
2016Q2,7015.00,15983.26,1163.00,462.30,27619.00,157363.00,256694.00,185.70,55591.00,30066.00,165338.00,3704.42,176269.00,2249.00,34905.00,326.29,377.20,77.90,392.24,10088.00,32051.80,2104.89,5254.92,577058.00,1077.79,6.89
