Data Source in SDW: https://sdw.ecb.europa.eu/browseTable.do?org.apache.struts.taglib.html.TOKEN=0cb8bc69fe36fdc5a3a84a4676ee9950&df=true&ec=&dc=&oc=&pb=&rc=&DATASET=0&removeItem=&removedItemList=&mergeFilter=&activeTab=QSA&showHide=&REF_AREA.252=AT&REF_AREA.252=BE&REF_AREA.252=BG&REF_AREA.252=CY&REF_AREA.252=CZ&REF_AREA.252=DE&REF_AREA.252=DK&REF_AREA.252=EE&REF_AREA.252=ES&REF_AREA.252=FI&REF_AREA.252=FR&REF_AREA.252=GR&REF_AREA.252=HU&REF_AREA.252=IE&REF_AREA.252=IT&REF_AREA.252=LT&REF_AREA.252=LU&REF_AREA.252=LV&REF_AREA.252=MT&REF_AREA.252=NL&REF_AREA.252=PL&REF_AREA.252=PT&REF_AREA.252=RO&REF_AREA.252=SE&REF_AREA.252=SI&REF_AREA.252=SK&REF_SECTOR.252=S1M&COUNTERPART_SECTOR.252=S11&STO.252=F&INSTR_ASSET.252=F511&MAX_DOWNLOAD_SERIES=500&SERIES_MAX_NUM=50&node=9698168&legendPub=published&SERIES_KEY_checkall=on&SERIES_KEY=332.QSA.Q.N.AT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.BG.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CY.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.CZ.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.DK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.EE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.ES.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.FR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.GR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.HU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.IT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.LV.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.MT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.NL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.PT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.RO.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T&SERIES_KEY=332.QSA.Q.N.SK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T
,QSA.Q.N.AT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.BE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.BG.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.CY.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.CZ.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.DE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.DK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.EE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.ES.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.FI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.FR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.GR.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.HU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.IE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.IT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LU.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.LV.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.MT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.NL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.PL.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.PT.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.RO.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SE.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SI.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T,QSA.Q.N.SK.W2.S1M.S11.N.A.F.F511._Z._Z.XDC._T.S.V.N._T
,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Germany,Denmark,Estonia,Spain,Finland,France,Greece,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia
Collection:,Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S),Summed through period (S)
Period\Unit:,[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions],[Millions]
2022Q1,-99.00,-185.07,4.00,6.10,6260.00,1987.00,4797.00,0.00,2035.00,309.00,-2559.00,77.39,-13764.00,5.18,-236.00,7.55,-7.69,-1.60,-23.81,336.00,-587.76,-114.78,0.00,2940.00,20.93,0.23
2021Q4,199.00,-238.48,12.00,6.10,-2500.00,6837.00,1745.00,139.75,-2882.00,-174.00,1824.00,61.32,17122.00,-15.00,1799.00,8.09,-4.85,7.00,57.97,-113.00,-143.31,-35.63,0.00,7261.00,5.94,0.00
2021Q3,-114.00,-5.87,-7.00,10.80,2301.00,628.00,-1959.00,16.20,-735.00,-22.00,869.00,-13.65,186935.00,-77.00,274.00,3.34,-3.52,-3.10,-20.00,-145.00,-236.51,-25.78,0.00,-20967.00,-0.08,0.00
2021Q2,-181.00,21.10,7.00,17.90,-3129.00,1248.00,-808.00,-1.48,-2131.00,-301.00,1997.00,39.72,13584.00,-65.00,897.00,54.25,9.43,-1.50,29.79,132.00,364.83,25.81,0.00,27645.00,5.45,0.00
2021Q1,-300.00,-48.97,-2.00,3.10,137.00,3248.00,632.00,4.81,-1789.00,-543.00,-32.00,38.53,12432.00,-16.00,-412.00,19.17,-10.22,-1.50,-26.23,208.00,767.67,-18.24,0.00,7860.00,10.60,0.00
2020Q4,-83.00,100.62,3.00,35.20,61.00,254.00,1440.00,11.11,-3493.00,-42.00,3608.00,-13.26,-5835.00,-71.00,-220.00,-21.16,-7.75,-0.20,66.61,-1569.00,3110.59,-23.20,0.00,2613.00,-2.04,0.00
2020Q3,59.00,441.82,-14.00,-5.10,102.00,1666.00,-2451.00,3.06,-2951.00,452.00,774.00,-65.84,12652.00,-9.00,534.00,-24.87,-12.20,-0.40,-65.99,-56.00,-617.27,57.83,0.00,4528.00,-3.35,0.00
2020Q2,219.00,262.33,-2.00,13.50,149.00,3497.00,-1834.00,8.91,2773.00,-97.00,4465.00,45.43,36026.00,-90.00,1562.00,-19.21,5.24,0.00,43.70,-226.00,336.65,60.35,0.00,5163.00,-3.24,0.00
2020Q1,256.00,429.33,-1.00,-48.00,461.00,6661.00,-3982.00,10.70,3063.00,208.00,2045.00,56.92,9078.00,-82.00,2319.00,2.43,5.89,0.20,-109.88,19.00,437.73,37.62,311.65,547.00,1.16,0.00
2019Q4,-101.00,-125.91,-15.00,31.60,554.00,-799.00,-4169.00,2.80,-1228.00,-501.00,5589.00,12.71,-16061.00,-111.00,-19.00,-0.30,-12.18,-0.30,-14.92,-330.00,119.60,-74.55,1172.33,-3561.00,-8.85,0.00
2019Q3,76.00,-173.57,-8.00,-44.10,657.00,573.00,-3092.00,-0.30,974.00,-203.00,-2363.00,3.57,15131.00,-11.00,123.00,-0.59,0.91,3.00,27.36,-522.00,50.40,-33.93,0.00,-1540.00,-4.51,0.00
2019Q2,71.00,12.34,-1.00,-1.80,1958.00,1332.00,-3568.00,8.80,-2274.00,132.00,495.00,8.32,26272.00,-89.00,-135.00,-1.16,9.14,-54.30,41.08,-273.00,434.22,67.02,0.00,-11695.00,-7.32,0.00
2019Q1,173.00,63.83,2.00,15.20,791.00,2926.00,-4324.00,7.60,-1955.00,-858.00,-1628.00,-0.39,20104.00,1.00,-1176.00,0.99,1.80,0.20,35.68,-447.00,-382.20,4.64,0.00,-6010.00,0.91,0.00
2018Q4,33.00,452.85,-2.00,2.50,1492.00,-709.00,-1370.00,0.20,-700.00,-70.00,2067.00,-14.79,-16001.00,-12.00,-1750.00,2.41,-2.52,-13.20,26.67,-74.00,-342.46,57.76,0.00,5005.00,-8.98,0.00
2018Q3,-96.00,203.24,0.00,-15.00,184.00,2388.00,-3444.00,4.30,-1581.00,-197.00,8929.00,-20.20,1157.00,-4.00,-1044.00,2.93,-25.48,17.20,60.28,-56.00,21.85,-24.07,0.00,4490.00,-22.92,0.00
2018Q2,4.00,-329.12,-1.00,-1.40,598.00,2712.00,-1605.00,25.20,-3007.00,-186.00,-8302.00,6.54,11641.00,-110.00,-636.00,-17.54,-20.48,-26.70,-11.96,-375.00,-249.92,-64.08,0.00,-1166.00,10.70,0.00
2018Q1,-304.00,-122.72,-2.00,-11.20,-637.00,3306.00,-809.00,0.70,-1736.00,1444.00,-1101.00,23.22,18909.00,-36.00,258.00,5.10,3.12,-2.00,-1.65,171.00,-57.46,56.18,0.00,-1523.00,-1.67,0.00
2017Q4,-185.00,155.01,16.00,-11.60,-597.00,540.00,-403.00,0.90,1061.00,281.00,1531.00,-12.13,4160.00,-57.00,216.00,-0.61,1.50,23.10,25.45,-298.00,-131.16,-31.32,855.70,-8547.00,-2.40,0.00
2017Q3,-133.00,8.12,2.00,9.30,299.00,1045.00,340.00,-1.50,1589.00,-55.00,-441.00,18.96,13265.00,-27.00,238.00,-2.76,3.25,-2.00,0.65,34.00,-447.78,-71.67,0.00,-2680.00,-0.46,0.00
2017Q2,-247.00,-305.65,-14.00,39.60,908.00,-1385.00,-3904.00,1.30,-3203.00,-276.00,-2278.00,27.35,-2572.00,-92.00,1047.00,11.15,-11.51,-1.30,10.30,-118.00,-2671.96,-8.00,0.00,3274.00,-1.73,0.00
2017Q1,-162.00,43.48,-7.00,-3.00,33.00,400.00,-2082.00,2.70,1376.00,164.00,-1976.00,89.86,13420.00,-92.00,1490.00,3.10,10.52,0.00,4.79,-191.00,4076.42,172.26,0.00,942.00,-4.60,0.00
2016Q4,-217.00,596.76,-10.00,8.20,-1588.00,-1513.00,-1472.00,2.50,-2974.00,-342.00,647.00,-13.03,-7561.00,-41.00,-5828.00,-5.38,-15.39,-0.20,4.69,4.00,-3077.93,-93.45,550.32,2059.00,-11.70,0.00
2016Q3,-91.00,-1587.30,3.00,8.30,2415.00,-251.00,1231.00,0.10,-3563.00,-352.00,-711.00,-5.65,5726.00,-36.00,-145.00,-4.29,-1.12,-0.70,4.04,-285.00,2153.92,27.96,510.00,706.00,-6.90,0.00
